"ID","Heading_date/days","Plant_height/cm","Leaf_length/cm","Leaf_width/cm","Tiller_angle/<U+00B0>","Full_grain_number_per_plant","Valid_panicle_number","Full_grain_number_per_panicle","Kilo-grain_weight/g","Seed_setting_rate.(%)","Yield_per_plant/g","Amylose_content","Gel_consistency","Chalkiness","Chalky_grain_percentage","Grain_shape(Length_to_width_ratio_of_polished_grain)","Grain_translucency_level","X19"
"ZJM81",88,111.33,34.87,1.7,83,1496,11,137.07,21.98,0.6,30.99,23,82.5,4.1,14.38,3.206,2,NA
"ZJM84",91,118.67,37.73,1.83,77.7,1521,10,147.37,22.96,0.83,30.57,23.4,85,5.93,17.89,3.429,1,NA
"ZJM85",90,115,35.17,1.8,78.3,1795,10.33,173.43,23.46,0.77,38.14,23.45,44,6.58,18,3.365,2,NA
"ZJM87",93,121.33,46.55,1.77,77,2491,11.33,217.71,21.78,0.77,50.08,24.15,80,3.5,10,3.489,1,NA
"ZJM88",95,116.33,34.27,1.7,84.7,1737,11.33,149.02,25.4,0.67,40.95,23,48,3.38,12.93,3.241,1,NA
"ZJM96",85,115.67,31.03,1.83,81.7,1009,9.33,110.44,25.71,0.67,23.84,21,87.5,9.61,34.94,3.14,2,NA
"ZJM98",92,117.67,30.07,1.67,79.7,2031,12,169.51,27.31,0.68,50.64,23.1,74,5.43,21.85,3.15,2,NA
"ZJM100",90,123.33,29.4,1.53,82,2279,16,141.67,21.06,0.7,46.08,21.05,49,1.91,8.8,3.001,2,NA
"ZJM103",97,128.67,45.53,1.77,82.7,1578,9.33,172.79,30.38,0.78,42.91,18.05,90,2.63,10.93,2.94,2,NA
"ZJM109",86,128,42.37,1.97,83,998,5.67,175.99,29.45,0.76,27.58,18.3,57.5,14.98,56.92,2.434,2,NA
"ZJM112",123,122.33,59.13,2.1,75,2525,12.33,201.36,23.43,0.83,55.3,21.75,47.5,1.36,7.89,2.629,2,NA
"ZJM114",82,115,41.13,1.77,81.3,1550,8.67,177.6,23.21,0.62,33.77,20.15,74.5,5.22,23.78,3.135,2,NA
"ZJM119",84,118.33,25.75,1.93,82.3,1638,8.33,195.29,26.94,0.8,39.1,19.25,54,4.77,22.49,2.997,2,NA
"ZJM124",86,119.67,33.77,1.8,85.7,1479,9.33,156.66,24.57,0.66,33.63,23.3,68,20.69,71.09,2.203,2,NA
"ZJM125",96,111.33,44.17,1.9,85,1846,9.33,198.39,27.2,0.89,46.34,21.6,75,12.76,46.24,2.607,3,NA
"ZJM129",83,103,33.27,1.6,73.7,1806,9.67,188.29,21.08,0.89,35.49,23.55,75,7.98,22.84,2.855,3,NA
"ZJM133",89,125,36.7,2.03,81.7,1246,6.33,197.45,25.92,0.77,30.1,2.45,100,11.61,42.08,2.544,2,NA
"ZJM135",86,121.67,36.1,1.93,82.7,1233,10,126.02,28.1,0.8,32.08,24.3,56,14.72,63.33,2.546,3,NA
"ZJM137",84,123.67,42.63,1.73,84.7,1516,9,167.31,28.86,0.8,40.58,25.15,66,20.74,87.5,2.539,3,NA
"ZJM139",90,130,42.93,1.97,80.7,1212,7,171.68,27.35,0.64,30.93,25,79,12.7,50.73,2.525,2,NA
"ZJM140",94,132.67,46.5,1.9,83.7,1394,7.67,183.18,29.07,0.78,37.87,25.15,76,9,35.4,2.648,2,NA
"ZJM143",93,138.33,40.4,1.8,80.7,2114,8.33,250.26,27.86,0.85,51.52,25.7,74,19.83,71.35,2.552,3,NA
"ZJM144",83,130.33,57.07,2.03,82,2170,11.67,184.94,29.33,0.89,57.64,23.15,54.5,8.98,32.21,2.641,3,NA
"ZJM146",83,117,53.03,1.6,81.7,1327,9.67,136.83,25.62,0.7,30.65,24.35,65,10.59,38.57,2.606,3,NA
"ZJM149",91,123.67,46.23,2.03,77,1794,10,180.59,28.69,0.73,46.31,18.2,93,1.93,9.89,2.538,2,NA
"ZJM152",89,139.67,40.8,1.97,77,1090,7,155.67,30.69,0.62,31.34,17,95,11.65,42.54,2.458,1,NA
"ZJM153",97,126,49.5,2.2,83.7,1535,6.67,228.06,28.34,0.89,39.88,24.95,86,11.14,44.5,2.659,3,NA
"ZJM155",85,135,38.23,1.87,78,1277,9,141.5,31.49,0.76,36.34,19.5,90,9.41,40.41,2.835,2,NA
"ZJM159",85,128.67,42.2,1.77,75.3,1911,12,159.5,26.67,0.79,47.94,16.4,90,11.45,34.38,2.592,2,NA
"ZJM161",85,125.67,40.07,1.8,84,1494,9,168.43,27.81,0.77,38.65,17.8,98,7.18,30,2.67,2,NA
"ZJM164",91,131.67,46.97,2,83.7,1919,9,210.21,28.08,0.71,50.17,23.25,81.5,17.76,59.78,2.397,2,NA
"ZJM165",92,132.33,36.67,1.9,79.3,1476,11,135.53,31.33,0.8,40.7,24.4,84,12.83,54.55,2.533,2,NA
"ZJM166",92,132.33,41.47,1.93,84.3,1242,7.67,164.94,32.19,0.89,37.17,22.85,78,11,42.22,2.471,1,NA
"ZJM167",90,140.33,41.83,2.03,84,1663,7.67,214.29,28,0.82,42.78,27.1,65,18.28,81.22,2.49,2,NA
"ZJM170",90,136.33,37.97,1.9,82.3,981,8,123.84,31.17,0.78,28.12,23.95,72.5,11.68,46.81,2.739,3,NA
"ZJM171",79,113.33,47.45,1.67,80.3,1593,14,111.98,26.53,0.81,39.03,26.3,85,3.91,15.68,3.209,2,NA
"ZJM172",90,130,34.1,1.67,76.3,1934,14,135.91,28.36,0.91,51.05,15.55,90,7.93,25.61,3.091,2,NA
"ZJM174",78,112,40,1.73,84,1509,11.33,133.21,26.4,0.81,36.97,26.1,79,17.3,68.21,2.444,2,NA
"ZJM187",94,135,41.3,2.27,79.7,1542,9,174.51,29.89,0.81,41.52,25.25,79,7.11,25.48,3.055,2,NA
"ZJM188",88,123.33,27,2.03,81.3,1282,10.67,119.62,35.22,0.88,42.07,17.35,89,17.75,67.11,2.935,3,NA
"ZJM189",89,122.67,38.47,2.07,80.3,922,7,131.29,32.59,0.62,27.62,25.1,85,12.86,50.34,2.613,3,NA
"ZJM190",86,116.67,36.33,2.23,80.3,1434,10.33,139.21,27.09,0.75,34.68,23.5,46,10.75,40.76,2.612,2,NA
"ZJM193",90,128.67,36.07,1.9,78.3,1186,9.5,125.6,27.49,0.8,29.05,24,75.5,8.4,28.57,3.226,2,NA
"ZJM194",89,134.67,35.7,2.03,79,1134,9.5,119.02,30.15,0.63,31.78,17.6,95,1.67,5.19,2.729,1,NA
"ZJM199",94,134.67,32.9,1.83,79,1105,6.33,176.9,29.54,0.91,30.19,25.75,85,1.8,8.75,2.319,1,NA
"ZJM204",89,136.33,45.1,1.77,79.3,941,5.67,162.28,27.54,0.75,23.04,23.65,95,10.67,46.25,2.774,2,NA
"ZJM207",82,109,50.57,2.03,81.7,1084,6.5,174.99,27.45,0.82,27.29,23.55,45,10.02,35.87,2.916,2,NA
"ZJM208",94,136.33,45.67,2.03,82.7,1182,6.67,176.79,36.94,0.85,38.74,24.65,79,15.66,51.08,2.517,3,NA
"ZJM209",71,98,43.83,1.67,80,946,7,131.01,25.54,0.78,22.05,15.2,83,6.18,21.2,3.174,2,NA
"ZJM214",88,127.67,32.67,1.77,82.7,1232,7.75,154.12,27.19,0.63,30.77,23.85,66,9.37,32.02,2.773,2,NA
"ZJM217",57,115.67,31.7,1.77,81,1142,8,144.99,26.1,0.7,26.75,24.65,74,13.06,51.11,2.259,1,NA
"ZJM220",130,118.67,43.23,2.2,78.3,2103,10.67,200.05,26.4,0.83,48.93,26.65,77.5,13.94,48.05,2.465,1,NA
"ZJM221",84,122,40.53,2.07,79.3,983,4.33,225.68,27.27,0.78,24.85,22.95,48,12.25,48.54,2.533,2,NA
"ZJM222",86,137.5,40.13,1.87,79.3,1664,8.67,197.53,28.74,0.75,45.19,23.2,45,9.52,31.33,3.134,2,NA
"ZJM223",79,113.33,47.87,1.67,80,1145,8,148.66,27.08,0.81,29.11,23.95,51,9.62,36.09,2.463,1,NA
"ZJM224",85,128.67,36.5,2.1,83,1553,9.33,167.37,27.28,0.73,40.09,23.55,56,12.29,38.95,3.065,3,NA
"ZJM225",75,109,45.37,1.73,82.3,1723,12,140.67,28.87,0.82,47.64,23.55,55,10.31,37.5,2.777,3,NA
"ZJM231",90,135.33,30,1.73,82,1188,6.67,186.16,28.21,0.82,31.04,25.05,86,13.5,44.76,2.884,3,NA
"ZJM235",91,135.67,40.4,1.77,81.3,960,4.67,206.92,29.63,0.82,25.9,23.65,67.5,8.28,35.11,3.249,2,NA
"ZJM236",82,119.33,39.83,1.9,81,1459,7,208.32,29.87,0.88,41.37,24.65,48,15.44,62.04,2.832,2,NA
"ZJM237",89,135.5,35.17,1.9,79.3,1400,7.67,185.47,28.68,0.79,36.5,24.55,62,11.22,43.16,2.914,2,NA
"ZJM243",91,133,43.6,2,75,990,5.33,185.29,28.33,0.79,26.05,24.55,64,8.06,35.79,2.534,2,NA
"ZJM249",86,128.33,34.03,1.67,79.3,1030,5.33,184.48,24.93,0.77,23.45,26.9,51,6.15,24.76,2.449,1,NA
"ZJM251",90,138.67,36,2,81,1767,7.67,230.7,25.58,0.76,41.87,27.45,55,7.48,27.71,2.42,3,NA
"ZJM253",82,108,38.33,1.7,76.7,1365,7,197.98,22.24,0.77,27.94,18.75,90,4.98,15.63,3.518,2,NA
"ZJM258",88,135,44.63,2.07,79.3,1555,6,259.88,29.23,0.83,42.64,24.6,74,10.67,44.51,2.675,2,NA
"ZJM265",86,122.67,28.8,1.83,80.7,1162,7,164.97,29.91,0.88,32.41,22.45,39,21.74,82.23,2.201,3,NA
"ZJM266",89,127.33,36.57,1.93,79.7,1223,6.33,194.45,28.53,0.82,32.49,24.7,61,9.21,31.56,2.505,3,NA
"ZJM267",88,128.67,41.07,2.33,82,1565,7.67,201.05,28.72,0.66,42.7,25.95,61,12.32,47.34,2.434,1,NA
"ZJM268",86,121.33,34.5,1.6,83,1296,9,147.49,28.01,0.83,34.23,23.2,56,14.33,57.2,2.441,1,NA
"ZJM270",91,124,43.97,1.53,80,1361,7.67,180.77,31.53,0.86,38.15,26,47,6.8,29.02,3.413,2,NA
"ZJM271",86,127.33,44.23,1.57,81,1544,8.67,180.28,27.99,0.87,39.47,24.6,80,3.65,15.38,3.439,3,NA
"ZJM272",86,130.33,35.7,1.97,83.7,1043,6.67,160.77,27.45,0.61,26.84,25.1,50,11.26,43.48,2.505,3,NA
"ZJM273",89,109.33,36.83,1.87,84.7,1560,9,175.32,28.33,0.68,38.85,25.8,49,11.1,45.97,2.337,1,NA
"ZJM275",92,136.33,43.3,2.4,79.7,1071,5.67,187.66,29.87,0.75,29.16,26.05,72,13.06,49.38,2.329,2,NA
"ZJM276",85,125.33,36.67,2,74.7,1094,8,135.44,32.71,0.66,33.7,27.25,61.5,12.71,50.89,3.025,3,NA
"ZJM277",91,132.33,37.23,1.97,78.7,1017,6,168.65,31.41,0.85,29.49,24.7,55,10.9,38.07,2.358,1,NA
"ZJM278",84,126.33,31.3,1.9,80.3,831,6.67,125.42,35.11,0.76,27.51,16.8,89,4.23,14.47,3.002,2,NA
"ZJM282",89,119.67,33.2,1.67,76.7,1022,8.33,120.27,33.21,0.69,31.89,23.85,51,9.59,32.78,2.9,2,NA
"ZJM285",91,126.67,38.63,1.87,83,1890,11.5,164.17,33.86,0.83,59.24,17.8,85,2.27,11.24,3.078,1,NA
"ZJM292",89,120.33,33.53,1.8,78.3,864,7,123.38,31.59,0.89,24.99,24.4,70,12.1,49.18,3.246,3,NA
"ZJM294",90,127.33,40.47,1.93,81.7,1921,9.67,200.51,27.69,0.9,47.98,24.5,80,5.23,24.23,2.656,2,NA
"ZJM296",89,119.67,32.77,1.77,74.3,1017,7.33,137.58,30.37,0.89,27.58,24.05,72,5.89,22.73,3.265,2,NA
"ZJM299",91,133.67,36.67,1.93,80.7,1036,6.5,159.02,30.08,0.91,28.98,22.4,48,6.13,23.74,2.56,2,NA
"ZJM303",88,120.67,36.63,2,83.3,1179,9.67,118.76,34.11,0.82,35.47,16,85,4.48,21.43,3.068,3,NA
"ZJM304",90,125.33,34.6,2.07,80,1256,7.33,170.56,31.86,0.91,35.84,16.7,90,2.71,11.31,3.291,3,NA
"ZJM309",90,120.67,35.5,1.87,83.3,1476,10,147.79,32.25,0.92,43.34,22.5,55.5,8.02,29.61,2.506,2,NA
"ZJM311",92,121.67,39.9,2.17,81,1341,9,149,34.83,0.78,44.62,23.6,73.5,8.49,43.43,2.728,2,NA
"ZJM314",83,103.33,30.97,1.73,75,1396,11,122.9,28.02,0.77,36.26,22.85,56.5,12.77,46.78,2.989,3,NA
"ZJM317",90,120,33.87,1.9,81,1211,7.33,164.46,32.14,0.94,35.93,21.1,42.5,9.24,33.16,2.494,1,NA
"ZJM318",80,103.67,27.83,1.77,83,1423,13.67,104.02,30.58,0.82,39.39,23.9,83.5,13.68,50.34,3.043,3,NA
"ZJM319",90,123,36.13,1.9,83.7,941,7,133.44,36.03,0.82,29.77,22.35,94,15.88,54,3.228,3,NA
"ZJM325",88,122.67,35.37,2,85.3,1878,8.67,220.41,26.45,0.83,44.56,23.4,60,4.71,21.98,2.554,2,NA
"ZJM326",89,122.33,40.83,1.97,82,1343,8.33,161,32,0.86,36.49,22.75,76,17.03,59.06,3.146,3,NA
"ZJM327",92,121.67,39,1.9,81.7,1229,6.67,186.25,28.69,0.88,31.75,22.5,76,6.29,26.94,2.514,2,NA
"ZJM328",93,122,39.53,1.83,77.7,1635,10,163.46,29.03,0.89,42.07,22.75,70,6.26,24.6,3.085,2,NA
"ZJM329",90,121,34.67,1.7,85.7,1936,10,194.04,28.57,0.84,49.35,17.9,71,3.92,16.56,3.03,2,NA
"ZJM331",85,129,32.13,1.93,79.7,1459,8.67,169.76,33.9,0.79,44.73,22,53.5,12.1,42.42,2.859,3,NA
"ZJM334",85,120.67,36.3,1.9,81.3,2108,12.67,166.62,30.91,0.8,57.39,22.45,71,8.25,29.29,3.084,2,NA
"ZJM341",91,127.33,39.87,1.53,82.7,1339,9,148.79,30.68,0.79,37.59,22.05,70.5,8.2,31.11,3.264,2,NA
"ZJM343",90,124.67,32.57,1.67,82.3,1560,9,175.51,25.08,0.81,34.03,24.05,75,5.65,25,2.984,2,NA
"ZJM346",90,116.33,36.97,1.7,76.3,1434,9.67,146.51,33.21,0.82,44.9,22.55,91.5,8.14,30,3.315,2,NA
"ZJM350",90,125,35.4,1.6,78.3,1041,6.33,163.75,30.48,0.88,28.36,23.15,85,9.16,38.42,3.18,2,NA
"ZJM358",84,121.33,44.1,2,77.7,1247,6.67,190.71,31.58,0.92,37.32,20.95,55,16.76,64.14,2.686,3,NA
"ZJM360",83,118.33,35.9,1.93,79,1040,6,171.81,27.41,0.83,25.99,28,56,15.41,47.22,3.098,3,NA
"ZJM361",90,128.67,43.47,1.93,76,958,6.33,149.36,34.3,0.84,30.57,21,78,12.65,49.36,3,3,NA
"ZJM367",90,131,42.5,2.03,80,1296,5.67,227.23,25.68,0.86,30.57,25,79,7.56,31.9,3.278,2,NA
"ZJM464",66,95,38.07,1.7,75.3,792,5.67,139.48,24.76,0.77,18.87,21.5,46,15.41,34.92,2.914,3,NA
"ZJM469",84,126.67,51.55,1.7,78,1581,7,225.86,25.91,0.75,38.15,22.25,49,8.87,30.88,3.193,2,NA
"ZJM470",90,139,34.83,1.83,86,1506,7.33,206.76,29.52,0.82,41.49,24.9,90,9.92,35.37,3.028,2,NA
"ZJM472",67,101.67,26.97,1.7,82,1147,6.67,171.13,27.68,0.93,29.77,22.6,37,16.38,36.67,3.366,3,NA
"ZJM476",82,104.67,52.5,1.57,74.7,1420,10,142.88,26.14,0.69,33.9,22.2,65.5,13.38,44.56,3.052,3,NA
"ZJM477",82,107,44.83,1.53,81.3,799,5.67,140.66,29.83,0.77,22.55,22.3,70,11.59,44.44,3.163,3,NA
"ZJM479",84,116.33,42.9,1.6,77,1155,7,164.5,31.41,0.84,33.57,22.7,70,9.57,37.19,3.23,3,NA
"ZJM480",83,106,43.07,1.93,80.3,1056,6,177.04,28.54,0.81,28.8,22.1,60,13.24,46.99,2.573,3,NA
"ZJM484",83,115,50.2,1.53,84.3,1267,7.33,176.35,27.83,0.86,33.28,23.25,70,5.36,23.68,3.236,2,NA
"ZJM488",70,92.33,38.37,1.47,77.7,1003,9,111.86,25.93,0.88,23.14,22.3,47.5,22.21,58.89,3.172,4,NA
"ZJM489",63,82.67,29.33,1.43,76.7,1137,9,127.31,24.68,0.85,25.65,23.5,52,12.77,34.19,2.9,4,NA
"ZJM490",67,83.67,32.3,1.33,77.7,1302,12.67,102.89,26.93,0.79,32.52,23.05,45,12.28,31.72,3.271,2,NA
"ZJM491",81,101,38.43,1.57,68.7,1236,9.33,133.31,24.73,0.79,29.15,23.05,64,10.53,31.79,2.995,2,NA
"ZJM492",84,109,30.13,1.43,84,1252,9.67,123.84,24.74,0.83,27.95,23.25,75,10.69,37.5,2.721,3,NA
"ZJM493",81,93,40.37,1.27,78,808,8.67,93.2,25.35,0.75,19.64,17.2,92,5.18,18.12,3.095,3,NA
"ZJM494",78,97.67,54.25,1.3,74,1463,12,120.38,24.8,0.78,32.66,21.3,78.5,4.29,15.27,3.38,3,NA
"ZJM496",85,114,37.6,1.3,81.7,790,7.67,103.82,29.79,0.68,22.14,22.9,70,13.12,51.78,2.533,3,NA
"ZJM497",83,107.67,56.8,1.53,79.7,1281,7.33,181.1,25.74,0.88,31.23,23.45,78,4.16,16.24,3.197,3,NA
"ZJM499",79,103.33,38.57,1.53,78.7,1070,8.33,127.4,25.93,0.75,26.4,25.3,62,16.95,54.3,2.806,3,NA
"ZJM500",91,126.33,40.23,1.87,80.7,1071,6.67,147.96,31.57,0.92,31.77,24.1,80,4.51,20.61,3.36,2,NA
"ZJM501",83,111.33,38.2,1.67,80,1186,7.67,154.72,29.72,0.75,32.71,24.2,75,6.75,26.09,3.003,2,NA
"ZJM502",89,120.33,40.3,1.63,74.7,690,5.67,120.96,29.55,0.79,18.69,27.1,55,9.89,38.59,2.761,3,NA
"ZJM503",85,116,45.53,1.43,80,1494,8.33,178.2,25.57,0.81,35.68,26.15,54.5,4.98,20.33,3.138,3,NA
"ZJM504",84,111.33,42.63,1.47,86.7,1227,6.67,184.35,25.19,0.91,28.54,26.65,46,3.73,12.26,3.231,3,NA
"ZJM505",84,119.67,53.13,1.6,81,1086,6,180.94,30.15,0.76,30.67,26.85,50,7.9,28.43,3.402,3,NA
"ZJM507",90,119,42.2,1.73,81,1298,6,212.8,22.52,0.77,26.33,25.1,46,4.35,13.81,3.074,2,NA
"ZJM508",93,129.33,43.43,1.63,83.3,1405,7.67,185.38,27.01,0.86,34.22,21.7,86,2.85,9.89,3.238,2,NA
"ZJM511",84,106.33,50.07,1.7,79.3,1093,6.5,172.64,29.18,0.67,29.63,17.35,95,5.07,19.91,3.442,3,NA
"ZJM512",89,125.67,46.7,2,79.3,945,5,192.37,29.43,0.78,25.45,28.7,66.5,14.94,52.86,2.538,3,NA
"ZJM515",90,132.67,46,1.63,82,883,6,146.41,28.18,0.62,23.05,26.35,93,5.97,18.97,3.247,3,NA
"ZJM516",89,133,47.03,1.9,79.7,1188,5.33,247.3,29.8,0.71,31.66,26.6,55,8.87,30.49,3.008,3,NA
"ZJM517",84,119.33,54.43,1.73,86,1334,5.67,238,25.36,0.84,31.21,19.1,88.5,3.14,14.29,3.054,2,NA
"ZJM520",88,116,37.9,1.77,73.3,886,4.67,191.67,28.35,0.77,22.67,17.25,95,4.06,16,3.179,3,NA
"ZJM522",83,109.33,45.93,1.77,73.3,1378,6.33,219.23,28.11,0.92,35.21,19.2,85,2.15,8.43,3.068,2,NA
"ZJM524",83,115.33,45.7,1.57,76.3,1097,6.67,162.53,29.59,0.78,30.64,26.05,41,6.61,22.97,3.168,2,NA
"ZJM526",90,123.67,46.63,1.77,82.7,2018,9,225.21,28.04,0.86,50.53,25.15,65,8.2,31.6,3.003,2,NA
"ZJM527",84,118.33,45.1,1.9,83.7,1678,7.67,218.73,28.29,0.81,43.58,27,40,6.43,23.76,3.192,3,NA
"ZJM529",86,122.67,48.77,1.67,78,1289,6.33,209.39,27.57,0.87,33.19,24.2,65,14.44,52.51,2.813,3,NA
"ZJM531",85,133.67,46.03,2.13,85,1465,6,245.84,27.52,0.85,38.38,26.4,45,14.97,51.99,2.46,3,NA
"ZJM532",83,107.67,43.13,1.63,80.7,1319,7.33,183.59,25.83,0.71,31.28,26.45,44.5,7.66,32.41,3.119,3,NA
"ZJM534",91,130.33,35,1.83,80.7,901,6,153.83,24.72,0.68,19.23,20.7,57.5,24.12,69.26,1.875,3,NA
"ZJM535",86,121.67,42.53,2.07,84.7,987,6,164.5,30.33,0.7,25.89,22,59.5,16.06,58.78,3.075,3,NA
"ZJM536",98,129,37.83,1.77,81.3,1367,7.33,184.67,26.23,0.87,31.25,20.45,90,1.93,7.51,2.043,1,NA
"ZJM537",81,121,49.07,1.8,77,1701,6.67,256.46,31.33,0.93,47.81,28.75,43.5,22.76,78.98,2.658,4,NA
"ZJM538",92,124.67,33.43,2,81,1125,7.67,149.87,31.96,0.92,33.77,25.05,61,8.95,40,3.124,3,NA
"ZJM543",87,129.33,40.4,2.13,79.7,1759,9,193.36,29.14,0.86,45.4,28.5,45,13.95,56.29,2.972,3,NA
"ZJM544",89,119.33,43.47,2.2,81,1544,7.33,216.24,25.06,0.74,34.86,24.95,54.5,6.89,28.95,2.877,3,NA
"ZJM545",57,81,34.87,1.5,82.3,480,6.33,77.58,25.07,0.83,10.33,16.6,70,3.61,11.04,3.178,3,NA
"ZJM546",90,129.67,40.47,2,81,936,5.67,165.43,29.32,0.81,25.78,19.3,81,8.39,41.29,1.97,1,NA
"ZJM549",91,115.67,43.6,2.2,78.7,1539,7,219.48,24.68,0.86,32.71,24.6,37,3.36,13.08,3.048,2,NA
"ZJM551",86,135.67,46.6,2.07,77.3,2091,7.33,285.79,27.39,0.81,51.88,25.9,45,3.95,18.85,3.303,2,NA
"ZJM553",78,102,54.1,1.57,75.7,896,5.67,157.23,24.88,0.91,20.86,24.35,45,2.9,9.54,3.349,2,NA
"ZJM555",84,123,49.53,1.7,81.7,1575,6,268.53,27.04,0.87,39.21,17.2,82.5,1.75,8.96,3.028,2,NA
"ZJM559",86,116.33,49.93,1.9,76.7,1305,8,163.13,34.71,0.89,42.36,24.85,70,10.35,37.29,2.967,3,NA
"ZJM562",84,118,33.13,1.63,83,832,4.5,172.25,26.8,0.83,20.49,14.8,89,5.84,20.37,3.333,3,NA
"ZJM567",82,131.33,41.47,2,84,1474,7.33,201.58,32.06,0.94,44.38,17.6,80,7.47,27,3.182,3,NA
"ZJM569",64,97.33,28.7,1.47,79.7,822,6,135.4,27.38,0.84,21.36,25.2,40,8.79,20.77,2.686,2,NA
"ZJM570",63,89.67,31.57,1.47,76.3,855,6.67,128.8,29.34,0.84,23.89,16.85,68,10.77,22.75,3.297,2,NA
"ZJM571",79,124.33,42.3,1.93,80.7,1242,8,152.79,31.2,0.9,36.42,15.7,80,13.66,36.36,3.036,3,NA
"ZJM572",78,114.33,58.5,1.83,80.3,1640,8.33,195.99,26.95,0.96,41.35,23.1,43,9.9,32.86,3.09,3,NA
"ZJM574",65,99,36.47,1.37,80.7,953,7,135.79,30.73,0.89,27.99,25.85,50,14.36,29.6,3.174,3,NA
"ZJM581",85,123.33,53.53,1.6,80.7,1211,5.67,216.37,25.35,0.87,28.48,22.4,49,4.68,21.09,2.863,3,NA
"ZJM582",81,115.33,42.13,1.77,80.7,1708,11.33,155.34,28.2,0.89,45.48,24.8,79,14.2,48.15,2.993,3,NA
"ZJM585",64,102.67,35.5,1.37,70.7,1193,8,149.94,28.88,0.88,31.5,22.65,45,27.73,59.49,3.144,4,NA
"ZJM586",69,97,34.23,1.43,76,1902,14,139.54,27.33,0.82,46.44,22.6,50,19.77,52.99,2.905,3,NA
"ZJM588",62,83,30.77,1.4,82.7,896,8.33,104.6,25.91,0.87,22.4,15.3,74,14.41,29.32,3.361,3,NA
"ZJM589",81,114.33,40.03,1.8,84,1242,6.33,195.64,27.23,0.89,29.83,15.6,90,6.41,23.91,3.059,2,NA
"ZJM591",66,108.33,39.1,1.6,78,1184,8.33,146.15,27.43,0.85,30.5,25.45,46,32.11,61.83,2.55,3,NA
"ZJM593",84,114.33,48.27,1.83,77,939,5,185.9,25.43,0.89,22.58,21.6,48,10.5,39.44,2.816,3,NA
"ZJM595",95,131.33,56.17,1.97,83.7,1299,6,216.96,25.29,0.89,28.99,22.35,47,4.42,17.38,2.993,2,NA
"ZJM601",82,112.67,44.9,1.73,80.3,1185,5,236.74,23.14,0.84,25.24,23.2,45.5,5.11,18.42,3.196,3,NA
"ZJM603",67,95,28.43,1.4,81.3,1397,10.33,135.26,26.64,0.87,34.2,22.6,36,16.49,46.73,3.204,4,NA
"ZJM604",56,89.33,27.47,1.8,81,1000,10,100.99,29.65,0.85,27.4,14.95,73,15.98,31.09,2.961,3,NA
"ZJM606",86,122.67,48.1,1.53,80.7,1848,7.67,250.38,25.18,0.84,43.31,21.95,89,4.79,19.65,3.24,3,NA
"ZJM612",77,102.33,51.87,1.5,83.3,1710,9,188.23,21.93,0.92,36.08,23.1,44,8.39,25.83,2.761,3,NA
"ZJM613",69,93.67,36.33,1.53,82.3,906,8.67,104.02,27.23,0.91,22.69,22.55,59,10.58,35.94,3.232,3,NA
"ZJM615",78,119.33,50.9,1.6,79.3,1366,6,228.75,23.61,0.92,30.28,26.9,80,82.61,99.65,3.08,3,NA
"ZJM619",83,112.67,42.03,1.77,83.7,830,5.33,157.5,26.88,0.76,21.3,22.1,40,10.54,41.28,3.074,3,NA
"ZJM620",98,129.33,44.63,1.93,84,1452,6.33,234.6,25.16,0.93,32.47,23.5,70,4.45,15.65,2.589,2,NA
"ZJM622",63,98.33,28.77,1.57,72.3,1008,7.67,136.65,29.15,0.87,27.09,22,35,22.86,53.76,3.324,3,NA
"ZJM623",95,133,50.23,2.03,83.3,1236,5,246.82,28.56,0.76,32.62,23.1,55,2.81,13.81,2.709,2,NA
"ZJM625",66,91.33,34.07,1.67,81.3,1168,9,130.91,29,0.87,32.04,22.35,37,13.73,30.91,2.776,2,NA
"ZJM627",84,132,43.63,1.77,85.3,1643,7,235.53,27.12,0.9,42.12,22.85,50,7.99,28.65,3.138,3,NA
"ZJM629",79,124,42.97,1.63,79.3,1240,6,202.94,23.48,0.92,27.82,13.65,90,10.94,36.36,2.888,3,NA
"ZJM630",91,129.33,41.43,2.03,85.3,1844,8.67,213.04,25.94,0.74,44.52,15.9,92,85.89,100,2.681,3,NA
"ZJM631",79,110.67,42.77,1.67,84.7,1330,7,187.78,21.89,0.83,27.3,15.55,91,9.02,27.07,2.73,3,NA
"ZJM632",85,118.67,37.47,1.9,84,1131,5.33,208.18,25.42,0.66,26.61,24.35,47.5,4.64,17.32,3.035,3,NA
"ZJM633",98,123.67,50.67,1.9,77.3,1819,7,259.9,25.47,0.92,43.85,23.6,46,3.06,12.43,2.584,2,NA
"ZJM636",78,96.67,38.23,1.63,77.3,1258,9,141.53,28.3,0.9,32.73,24.2,47.5,9.89,35.15,2.842,3,NA
"ZJM642",79,112.67,49.67,1.63,79.3,1377,6.67,207.43,25.75,0.94,32.34,21.2,60,5.75,22.43,3.121,3,NA
"ZJM644",81,121.33,42.33,1.6,80.3,1396,6.67,213.6,25.38,0.93,33.46,25.2,82.5,9.32,34.29,3.125,3,NA
"ZJM647",66,107,33.17,1.47,76.3,1040,6,172.42,28.39,0.93,27.4,22.1,48,4.95,15.05,3.271,2,NA
"ZJM662",67,81.67,28.23,1.43,82.3,720,5.67,126.58,25.78,0.83,16,21.85,45,13.76,51.16,2.443,3,NA
